Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.TerrainToolsV2.UpgradeSmoothVoxels.Title,,,Upgrade to Smooth Voxels,Upgrade to Smooth Voxels,,Verbesserung zu glatten Voxeln,Mejorar Vóxeles suaves,Mise à niveau vers Voxels lisses,,Aggiorna a Voxels Lisci,スムーズ・ボクセルにアップグレード,스무드 복셀로 업그레이드,,Atualizar para voxels suavizados,,,Pürüzsüz voksele yükselt,Nâng cấp lên Voxel Mịn,升级至平滑体素,升级至平滑体素,升級到平滑體素
Studio.TerrainToolsV2.UpgradeSmoothVoxels.Unavailable,,,Upgrade Shorelines first to enable Smooth Voxels upgrading.,Upgrade Shorelines first to enable Smooth Voxels upgrading.,,"Verbessere zuerst die Küstenlinien, um die Verbesserung zu glatten Voxeln zu ermöglichen.",Mejora las Costas primero para activar la actualización de Vóxeles suaves.,Améliorer d'abord les Shorelines pour permettre la mise à niveau des Voxels lisses.,,Aggiorna le Shorelines prima per abilitare l'aggiornamento di Voxels Lisci.,スムーズ・ボクセルのアップグレードをするには、まず海岸線をアップグレードしてください。,스무드 복셀 업그레이드를 활성화하려면 먼저 해안선을 업그레이드하세요.,,Atualize os litorais primeiro para habilitar a atualização de voxels suave.,,,Pürüzsüz Voksel yükseltmesini etkinleştirmek için önce kıyı şeritlerini yükselt.,Nâng cấp Đường Ven Biển trước để cho phép nâng cấp Voxel Mịn.,升级海岸线，即可启用升级后的平滑体素。,升级海岸线，即可启用升级后的平滑体素。,升級海岸線即可啟用平滑體素升級。
Studio.TerrainToolsV2.UpgradeSmoothVoxels.Description,,,Click Upgrade to make terrain smoother while retaining the current shape.,Click Upgrade to make terrain smoother while retaining the current shape.,,"Klicke auf ""Verbessern"", um das Gelände glatter zu machen und die aktuelle Form beizubehalten.",Haz clic para suavizar un terreno y mantener la forma actual al mismo tiempo.,Cliquer sur Améliorer pour améliorer le terrain tout en conservant la forme actuelle.,,Fare clic su Aggiorna per rendere il terreno più liscio mantenendo la forma attuale.,現在の形状を維持しながら地形を平らにするには、アップグレードをクリックしてください。,"업그레이드를 클릭해, 지형의 현재 모습을 유지하면서도 더 부드럽게 다듬으세요.",,"Clique em Atualizar para deixar o terreno mais suave, mantendo a forma atual.",,,Araziyi mevcut şekli koruyarak daha pürüzsüz yapmak için Yükselt seçeneğine tıkla.,Nhấp vào Nâng Cấp để làm cho địa hình mịn hơn trong khi vẫn giữ được hình dạng hiện tại.,点按升级，在保留当前形状的情况下让地形更平滑。,点按升级，在保留当前形状的情况下让地形更平滑。,點擊升級即可在保有目前形狀的情況下讓地形更加平滑。
Studio.TerrainToolsV2.UpgradeSmoothVoxels.Explanation,,,Note that some baked-in terracing can't be automatically eliminated. Manual edits are needed to achieve the full effect in such areas.,Note that some baked-in terracing can't be automatically eliminated. Manual edits are needed to achieve the full effect in such areas.,,"Beachte, dass einige integrierte Geländeformen nicht automatisch beseitigt werden können. Um den vollen Effekt in diesen Bereichen zu erzielen, sind manuelle Bearbeitungen erforderlich.",Ten en cuenta que algunos aterrazamientos incorporados no pueden eliminarse automáticamente. Se necesitan ediciones manuales para conseguir el efecto completo en esas zonas.,Note que certaines terrasses intégrées ne peuvent pas être automatiquement éliminées. Des modifications manuelles sont nécessaires pour obtenir tous les effets dans de telles zones.,,Si noti che alcuni terrazzamenti al forno non possono essere eliminati automaticamente. Sono necessarie modifiche manuali per ottenere il massimo effetto in tali aree.,固定された段差には、自動では削除できないものがあるのでご注意ください。このような場所で最大限の効果を得るには、手動で編集する必要があります。,일부 베이크된 계단 현상은 자동으로 제거되지 않습니다. 이러한 영역에서 완전한 효과를 구현하려면 수동 편집이 필요합니다.,,Note que algumas operações integradas para terraços não podem ser eliminadas automaticamente. Edições manuais são necessárias para alcançar o efeito completo em tais áreas.,,,Bazı yerleşik teraslamaların otomatik olarak kaldırılamayacağını unutma. Böyle alanlarda tam etkiye ulaşabilmek için elle düzenlemeler yapılması gerekir.,Lưu ý rằng một số nền đất cao được tích hợp không thể tự động bị loại bỏ. Cần chỉnh sửa thủ công để đạt được hiệu quả đầy đủ tại các khu vực đó.,请注意，部分现有的渐层现象将无法自动消除。这些区域需要进行手动编辑才能呈现完整的效果。,请注意，部分现有的渐层现象将无法自动消除。这些区域需要进行手动编辑才能呈现完整的效果。,請注意，部分既有的漸層現象無法自動消除。這些區域需要透過手動編輯才可達成完整效果。
Studio.TerrainToolsV2.UpgradeSmoothVoxels.LearnMore,,,Click [link] to learn more.,Click [link] to learn more.,,"Klicke [link], um mehr zu erfahren.",Haz clic en [link] para más información.,Cliquer [link] pour en savoir plus.,,Clicca [link] per saperne di più.,詳しくは、[link] をクリック！,[link](을)를 클릭해 더 자세히 알아보세요.,,Clique em [link] para saber mais.,,,Daha fazla bilgi için [link] tıkla.,Nhấp vào [liên kết] để tìm hiểu thêm.,点按 [link] 了解更多信息。,点按 [link] 了解更多信息。,點擊 [link] 了解更多。
Studio.TerrainToolsV2.UpgradeSmoothVoxels.LearnMoreLink,,,here,here,,hier,aquí,ici,,qui,こちら,여기,,aqui,,,buraya,ở đây,这里,这里,此處
Studio.TerrainToolsV2.UpgradeSmoothVoxels.ActionButton,,,Upgrade,Upgrade,,Verbessern,Mejorar,Mise à niveau,,Aggiorna,アップグレードする,업그레이드,,Atualizar,,,Yükselt,Nâng Cấp,升级,升级,升級
Studio.TerrainToolsV2.UpgradeSmoothVoxels.SuggestionTitle,,,Would you like to upgrade the terrain with the new smooth look?,Would you like to upgrade the terrain with the new smooth look?,,Möchtest du das Gelände mit dem neuen glatten Aussehen verbessern?,¿Te gustaría mejorar el terreno de este lugar con las nuevas líneas suaves?,Vous souhaitez améliorer le terrain avec le nouveau look lisse ?,,Vuoi aggiornare il terreno con il nuovo look liscio?,新しいスムーズな海岸線でプレースの地形をアップグレードしますか？,새롭고 부드러운 모습으로 지형을 업그레이드할까요?,,Gostaria de atualizar o terreno com os novos visuais suavizados?,,,Mekânın arazisini yeni pürüzsüz görünüme yükseltmek ister misin?,Bạn có muốn nâng cấp địa hình với giao diện mượt mà mới không?,使用全新的平滑外观升级地形？,使用全新的平滑外观升级地形？,使用新的平滑外觀升級地形？
Studio.TerrainToolsV2.UpgradeSmoothVoxels.SuggestionDescription,,,You can find these settings in the Terrain Editor panel.,You can find these settings in the Terrain Editor panel.,,Du findest diese Einstellungen im Terrain-Editor.,Puedes encontrar estas opciones en el Editor de terrenos.,Vous pouvez trouver ces paramètres dans le panneau Éditeur de terrain.,,Puoi trovare queste impostazioni nel pannello Editor Terrin.,この設定は、地形編集のパネルで確認できます。,지형 편집기 패널에서 이러한 설정을 찾을 수 있습니다.,,Você pode encontrar essas configurações no painel do Editor de terreno.,,,Bu ayarlara Arazi Düzenleyici panosundan ulaşabilirsin.,Bạn có thể tìm thấy các cài đặt này trong bảng điều khiển Trình Chỉnh Sửa Địa Hình.,你可以在地形编辑器中找到这些设置。,你可以在地形编辑器中找到这些设置。,您可以在地形編輯器找到這些設定。
Studio.TerrainToolsV2.MaterialSettings.ReplaceMaterial,,,Replace Mode,Replace Mode,,Ersetzungsmodus,Modo de reemplazo,Remplacer le mode,,Modalità Sostituisci,置換モード,대체 모드,,Modo de substituição,,,Modu değiştir,Thay Thế Chế Độ,替换模式,替换模式,取代模式
Studio.TerrainToolsV2.MaterialSettings.SourceMaterial,,,Source Material,Source Material,,Quellmaterial,Material de origen,Matériel source,,Materiale sorgente,ソース素材,소스 재질,,Material de origem,,,Kaynak Malzeme,Vật Liệu Nguồn,来源材质,来源材质,源材料
Studio.TerrainToolsV2.MaterialSettings.TargetMaterial,,,Target Material,Target Material,,Zielmaterial,Material meta,Matériel cible,,Materiale target,対象素材,대상 재질,,Material alvo,,,Hedef Malzeme,Vật Liệu Đích,目标材质,目标材质,目標材料
Studio.TerrainToolsV2.RegionSettings.RegionSettings,,,Region Settings,Region Settings,,Regionseinstellungen,Configuración de región,Paramètres de la région,,Impostazioni Regione,地域設定,지역 설정,,Configurações regionais,,,Bölge Ayarları,Cài Đặt Khu Vực,地区设置,地区设置,區域設定
Studio.TerrainToolsV2.RegionSettings.Position,,,Position,Position,,Position,Posición,Position,,Posizione,位置,위치,,Posição,,,Pozisyon,Vị Trí,位置,位置,位置
Studio.TerrainToolsV2.RegionSettings.Size,,,Size,Size,,Größe,Tamaño,Taille,,Dimensione,サイズ,크기,,Tamanho,,,Boyut,Kích Thước,大小,大小,大小
Studio.TerrainToolsV2.RegionSettings.Rotation,,,Rotation,Rotation,,Drehung,Rotación,Rotation,,Rotazione,回転,회전,,Rotação,,,Döndürme,Xoay,旋转,旋转,旋轉
Studio.TerrainToolsV2.RegionSettings.TransformMode,,,Transform Mode,Transform Mode,,Transformationsmodus,Modo Transformación,Mode de transformation,,Modalità trasformazione,変換モード,변환 모드,,Modo de transformação,,,Dönüştürme Modu,Chế Độ Biến Đổi,转变模式,转变模式,變形模式
Studio.TerrainToolsV2.RegionSettings.Select,,,Select,Select,,Auswählen,Seleccionar,Sélectionner,,Seleziona,選ぶ,선택,,Selecionar,,,Seç,Chọn,选择,选择,選擇
Studio.TerrainToolsV2.RegionSettings.Transform,,,Transform,Transform,,Transformieren,Transformar,Transformer,,Trasforma,変換,변환,,Transformar,,,Dönüştür,Biến Đổi,转变,转变,變形
Studio.TerrainToolsV2.RegionSettings.Move,,,Move,Move,,Verschieben,Mover,Déplacer,,Sposta,移動,이동,,Mover,,,Taşı,Di Chuyển,移动,移动,移動
Studio.TerrainToolsV2.RegionSettings.Copy,,,Copy,Copy,,Kopieren,Copiar,Copier,,Copia,コピー,복사,,Copiar,,,Kopyala,Sao Chép,复制,复制,複製
Studio.TerrainToolsV2.RegionSettings.MergeEmpty,,,Merge Empty,Merge Empty,,Leere zusammenführen,Combinar vacío,Fusion vide,,Unisci vuoto,空白を併合,빈 공간 병합,,Mesclar vazios,,,Boş Birleştirme,Hợp Nhất Khu Vực Trống,合并空白,合并空白,合併空位
Studio.TerrainToolsV2.ToolName.Region,,,Region,Region,,Region,Región,Région,,Regione,地域,지역,,Região,,,Bölge,Khu Vực,地区,地区,區域
Studio.TerrainToolsV2.MaterialSettings.Replace,,,Replace,Replace,,Ersetzen,Reemplazar,Remplacer,,Sostituisci,置き換え,바꾸기,,Substituir,,,Değiştir,Thay Thế,替换,替换,取代
Studio.TerrainToolsV2.MaterialSettings.Fill,,,Fill,Fill,,Füllen,Llenar,Remplir,,Riempi,埋める,채우기,,Preencher,,,Doldur,Lấp Đầy,填充,填充,填滿
Studio.TerrainToolsV2.ToolName.Material,,,Fill,Fill,,Füllen,Llenar,Remplir,,Riempi,埋める,채우기,,Preencher,,,Doldur,Lấp Đầy,填充,填充,填滿
Studio.TerrainToolsV2.RegionSettings.Apply,,,Apply,Apply,,Anwenden,Aplicar,Appliquer,,Applica,適用する,적용,,Aplicar,,,Uygula,Áp Dụng,应用,应用,套用
Studio.TerrainToolsV2.SelectionAction.CopyStatusTip,,,Copy Region Selection,Copy Region Selection,,Regionauswahl kopieren,Copiar selección de región,Copier la sélection de la région,,Copia selezione regione,地域の選択範囲をコピー,영역 선택 복사,,Copiar seleção de região,,,Bölge seçimini kopyala,Sao Chép Lựa Chọn Khu Vực,复制地区选择,复制地区选择,複製區域選擇
Studio.TerrainToolsV2.SelectionAction.CopyText,,,Copy,Copy,,Kopieren,Copiar,Copier,,Copia,コピー,복사,,Copiar,,,Kopyala,Sao Chép,复制,复制,複製
Studio.TerrainToolsV2.SelectionAction.CutStatusTip,,,Cut Region Selection,Cut Region Selection,,Regionauswahl ausschneiden,Cortar selección de región,Couper la selection de la région,,Taglia selezione regione,地域の選択範囲を切り取る,영역 선택 잘라내기,,Recortar seleção de região,,,Bölge seçimini kes,Cắt Lựa Chọn Khu Vực,剪切地区选择,剪切地区选择,裁剪區域選擇
Studio.TerrainToolsV2.SelectionAction.CutText,,,Cut,Cut,,Ausschneiden,Cortar,Couper,,Taglia,切り取る,잘라내기,,Cortar,,,Kes,Cắt,剪切,剪切,剪裁
Studio.TerrainToolsV2.SelectionAction.DeleteStatusTip,,,Delete Region Selection,Delete Region Selection,,Regionauswahl löschen,Eliminar selección de región,Supprimer la sélection de région,,Elimina selezione regione,地域の選択範囲を削除,영역 선택 삭제,,Excluir seleção de região,,,Bölge seçimini sil,Xóa Lựa Chọn Khu Vực,删除地区选择,删除地区选择,刪除區域選擇
Studio.TerrainToolsV2.SelectionAction.DeleteText,,,Delete,Delete,,Löschen,Eliminar,Supprimer,,Elimina,削除,삭제,,Excluir,,,Sil,Xóa,删除,删除,刪除
Studio.TerrainToolsV2.SelectionAction.PasteStatusTip,,,Paste Region Selection,Paste Region Selection,,Regionauswahl einfügen,Pegar selección de región,Coller la sélection de la région,,Elimina selezione regione,地域の選択範囲を張り付け,영역 선택 붙여넣기,,Colar seleção de região,,,Bölge seçimi yapıştır,Dán Lựa Chọn Khu Vực,粘贴地区选择,粘贴地区选择,貼上地區選項
Studio.TerrainToolsV2.SelectionAction.PasteText,,,Paste,Paste,,Einfügen,Pegar,Coller,,Incolla,貼り付け,붙여넣기,,Colar,,,Yapıştır,Dán,粘贴,粘贴,貼上
Studio.TerrainToolsV2.SelectionAction.DuplicateStatusTip,,,Duplicate Region Selection,Duplicate Region Selection,,Regionauswahl duplizieren,Duplicar selección de región,Reproduire la sélection de région,,Elimina selezione regione,地域の選択範囲を複製,영역 선택 복제,,Duplicar seleção de região,,,Bölge seçimini çoğalt,Sao Chép Lựa Chọn Khu Vực,重复地区选择,重复地区选择,複製地區選項
Studio.TerrainToolsV2.SelectionAction.DuplicateText,,,Duplicate,Duplicate,,Duplizieren,Duplicar,Reproduire,,Duplica,複製,복제,,Duplicar,,,Çoğalt,Sao Chép,重复,重复,複製
Studio.TerrainToolsV2.TransformAction.ApplyStatusTip,,,Apply Region Transform,Apply Region Transform,,Regionstransformation anwenden,Aplicar transformación de región,Appliquer la transformation de la région,,Applica trasformazione regione,地域変換を適用,영역 변환 적용,,Aplicar transformação de região,,,Bölge dönüşümünü uygula,Áp Dụng Biến Đổi Khu Vực,应用地区转变,应用地区转变,套用地區轉換
Studio.TerrainToolsV2.TransformAction.ApplyText,,,Apply,Apply,,Anwenden,Aplicar,Appliquer,,Applica,適用する,적용,,Aplicar,,,Uygula,Áp Dụng,应用,应用,套用
Studio.TerrainToolsV2.BrushSettings.Add,,,Add,Add,,Hinzufügen,Añadir,Ajouter,,Aggiungi,追加する,추가,,Adicionar,,,Ekle,Thêm,添加,添加,新增
Studio.TerrainToolsV2.BrushSettings.BrushMode,,,Brush Mode,Brush Mode,,Pinselmodus,Modo pincel,En mode brosse,,Modalità pennello,ブラシモード,브러시 모드,,Modo pincel,,,Fırça Modu,Chế Độ Cọ Vẽ,涂刷模式,涂刷模式,畫筆模式
Studio.TerrainToolsV2.BrushSettings.Subtract,,,Subtract,Subtract,,Entfernen,Sustraer,Soustraire,,Rimuovi,削減,빼기,,Subtrair,,,Çıkar,Trừ,减去,减去,減去
Studio.TerrainToolsV2.ToolName.Draw,,,Draw,Draw,,Zeichnen,Dibujar,Dessiner,,Disegno,描画,그리기,,Desenhar,,,Çiz,Vẽ,绘制,绘制,繪製
Studio.TerrainToolsV2.ToolName.Sculpt,,,Sculpt,Sculpt,,Formen,Esculpir,Sculpter,,Scolpire,彫刻,스컬프팅,,Esculpir,,,Yont,Điêu Khắc,塑形,塑形,雕刻
Studio.TerrainToolsV2.ToolName.Transform,,,Transform,Transform,,Transformieren,Transformar,Transformer,,Trasforma,変換,변환,,Transformar,,,Dönüştür,Biến Đổi,转变,转变,轉換
Studio.TerrainToolsV2.TransformAction.PressEnter,,,Press Enter,Press Enter,,Drücke Enter,Presiona Enter,Appuyez sur Entrée,,Premi Invio,Enter キーを押す,Enter 키를 누르세요,,Pressione Enter,,,Enter tuşuna bas,Nhấn Enter,按下 Enter 键,按下 Enter 键,平面媒體鍵入
Studio.TerrainToolsV2.BrushSettings.BrushModeTooltip,,,"Ctrl/Cmd to perform opposite action, Shift to Smooth","Ctrl/Cmd to perform opposite action, Shift to Smooth",,"Strg/Cmd, um die umgekehrte Aktion auszuführen, Umschalt zum Glätten","Ctrl/Cmd para realizar una acción opuesta, Shift para Suavizar","Ctrl/Cmd pour effectuer l'action inverse, Shift pour Lisser",,"Ctrl/Cmd per eseguire azioni opposte, Maiusc per levigare",Ctrlかコマンドキーで反対の動作を行い、シフトキーで平らにする,"Ctrl 또는 Cmd로 반대 동작 수행, Shift로 다듬기",,"Ctrl/Cmd para executar a ação oposta, Shift para suavizar",,,"Tam tersini uygulamak için Ctrl/Cmd, pürüzsüzleştirmek için Shift tuşuna bas","Ctrl/Cmd để thực hiện hành động ngược lại, Shift để Làm Mịn",用 Ctrl/Cmd 来执行相反的动作，用 Shift 来抹平,用 Ctrl/Cmd 来执行相反的动作，用 Shift 来抹平,按住 Ctrl/Cmd 進行相反的動作、按住 Shift 進行平滑操作
Studio.TerrainToolsV2.BrushSettings.Fill,,,Fill,Fill,,Füllen,Llenar,Remplir,,Riempi,入れる,채우기,,Preencher,,,Doldur,Lấp Đầy,填充,填充,填滿
Studio.TerrainToolsV2.BrushSettings.Paint,,,Paint,Paint,,Bemalen,Pintar,Peindre,,Disegna,ペイント,칠하기,,Pintar,,,Boya,Vẽ,涂画,涂画,上色
Studio.TerrainToolsV2.BrushSettings.Replace,,,Replace,Replace,,Ersetzen,Reemplazar,Remplacer,,Sostituisci,置換,바꾸기,,Substituir,,,Değiştir,Thay Thế,替换,替换,取代
Studio.TerrainToolsV2.BrushSettings.MaterialMode,,,Material Mode,Material Mode,,Materialmodus,Modo Material,Mode Matériel,,Modalità materiale,素材モード,재질 모드,,Modo material,,,Malzeme Modu,Chế Độ Vật Liệu,材质模式,材质模式,材質模式
Studio.TerrainToolsV2.RegionSettings.MergeEmptyTooltip,,,"When enabled, air voxels in the selection will overwrite existing voxels at the destination.","When enabled, air voxels in the selection will overwrite existing voxels at the destination.",,"Wenn diese Option aktiviert ist, werden die Luft-Voxel in der Auswahl die vorhandenen Voxel am Zielort überschreiben.","Cuando está activado, los vóxeles de aire en la selección sobrescribirán los vóxeles existentes en el destino.","Lorsque cette option est activée, les voxels d'air dans la sélection écraseront les voxels existants à la destination.",,"Se abilitata, i voxel dell'aria nella selezione sovrascriveranno i voxel esistenti alla destinazione.",有効にすると、選択肢にある空気のボクセルが行き先で現在のボクセルを上書きします。,활성화되면 선택 항목의 공기 복셀이 대상의 기존 복셀을 덮어씁니다.,,"Quando ativado, os voxels do ar na seleção substituirão os voxels existentes no destino.",,,"Etkinleştirildiğinde seçili hava vokselleri, hedef konumdaki mevcut voksellerin üzerine yazılacak.","Khi được bật, voxel không khí trong lựa chọn sẽ ghi đè lên voxel hiện có tại điểm đến.",启用时，选择范围中的空气体素将覆盖目标位置的现有体素。,启用时，选择范围中的空气体素将覆盖目标位置的现有体素。,啟用時、選擇區域內的空氣方塊將覆蓋目標位置上現有的方塊。
Studio.TerrainToolsV2.SelectionSettings.SelectionSettings,,,Selection Settings,Selection Settings,,Auswahleinstellungen,Configuración de selección,Paramètres de sélection,,Impostazioni selezione,選択設定,선택 항목 설정,,Configurações de seleção,,,Seçim Ayarları,Cài Đặt Lựa Chọn,选择设置,选择设置,選項設定
Studio.TerrainToolsV2.TransformSettings.TransformSettings,,,Transform Settings,Transform Settings,,Transformationseinstellungen,Configuración de transformación,Paramètres de transformation,,Impostazioni di trasformazione,設定を変換,변환 설정,,Configurações de transformação,,,Dönüştürme Ayarları,Cài Đặt Biến Đổi,转变设置,转变设置,轉換設定
Studio.TerrainToolsV2.MaterialSettings.Apply,,,Apply,Apply,,Anwenden,Aplicar,Appliquer,,Applica,適用する,적용,,Aplicar,,,Uygula,Áp Dụng,应用,应用,套用
Studio.TerrainToolsV2.TransformAction.CancelStatusTip,,,Cancel Region Transform,Cancel Region Transform,,Regionstransformation abbrechen,Cancelar transformación de región,Annuler la transformation de la région,,Annulla trasformazione regione,地域変換をキャンセル,영역 변환 취소,,Cancelar transformação de região,,,Bölge dönüşümünü iptal et,Hủy Bỏ Biến Đổi Khu Vực,取消地区转变,取消地区转变,取消地區轉換
Studio.TerrainToolsV2.TransformAction.CancelText,,,Cancel,Cancel,,Abbrechen,Cancelar,Annuler,,Annulla,キャンセル,취소,,Cancelar,,,İptal,Hủy Bỏ,取消,取消,取消
Studio.TerrainToolsV2.BrushSettings.BaseSizeTooltip,,,B + Move Mouse to adjust base size,B + Move Mouse to adjust base size,,"B + Maus bewegen, um die Basisgröße anzupassen",B + Mover ratón para ajustar el tamaño base,B + Déplacer la souris pour ajuster la taille de base,,B + Sposta il mouse per regolare la dimensione della base,Bキー + マウスを動かしてベースサイズを調整,B + 마우스 이동으로 기본 크기 조정,,B + Mover o mouse para ajustar o tamanho da base,,,Taban seviyesini değiştirmek için B tuşunu basılı tut ve fareyi hareket ettir,B + Di Chuyển Chuột để điều chỉnh kích thước cơ bản,“B + 移动鼠标”来调整基础尺寸,“B + 移动鼠标”来调整基础尺寸,按 B + 移動滑鼠以調整基礎尺寸
Studio.TerrainToolsV2.BrushSettings.HeightTooltip,,,Ctrl/Cmd + B + Move Mouse to adjust height,Ctrl/Cmd + B + Move Mouse to adjust height,,"Strg/Cmd + B + Maus bewegen, um die Höhe anzupassen",Ctrl/Cmd + B + Mover ratón para ajustar la altura,Ctrl/Cmd + B + Déplacer la souris pour ajuster la hauteur,,Ctrl/Cmd + B + Sposta Mouse per regolare l'altezza,Ctrl/Cmdキー + Bキー + マウスを動かして高さを調整,Ctrl 또는 Cmd + B + 마우스 이동으로 높이 조정,,Ctrl/Cmd + B + Mover o mouse para ajustar a altura,,,Yüksekliği değiştirmek için Ctrl/Cmd ve B tuşlarını basılı tut ve fareyi hareket ettir,Ctrl/Cmd + B + Di Chuyển Chuột để điều chỉnh chiều cao,“Ctrl/Cmd + B + 移动鼠标”来调整高度,“Ctrl/Cmd + B + 移动鼠标”来调整高度,按住 Ctrl/Cmd + B + 移動滑鼠以調整高度
Studio.TerrainToolsV2.BrushSettings.StrengthTooltip,,,Shift + B + Move Mouse to adjust strength,Shift + B + Move Mouse to adjust strength,,"Umschalt + B + Maus bewegen, um die Stärke anzupassen",Shift + B + Mover ratón para ajustar la intensidad,Shift + B + Déplacer la souris pour ajuster la force,,Maiusc + B + Muovi Mouse per regolare la forza,シフトキー + Bキー + マウスを動かして強度を調整,Shift + B + 마우스 이도으로 강도 조정,,Shift + B + Mover o mouse para ajustar a força,,,Gücü değiştirmek için Shift ve B tuşlarını basılı tutarak fareyi hareket ettir,Shift + B + Di Chuyển Chuột để điều chỉnh sức mạnh,“Shift + B + 移动鼠标”来调整强度,“Shift + B + 移动鼠标”来调整强度,按住 Shift + B + 移動滑鼠以調整力度
Studio.TerrainToolsV2.MaterialSettings.Material,,,Material,Material,,Material,Material,Matériel,,Materiale,素材,재질,,Material,,,Malzeme,Vật Liệu,材质,材质,材質
Studio.TerrainToolsV2.MaterialSettings.MaterialTooltip,,,Alt + Click to pick material,Alt + Click to pick material,,"Alt + Klicken, um Material auszuwählen",Alt + Clic para elegir material,Alt + Clic pour choisir le matériau,,Alt + Fare clic per selezionare il materiale,Altキー + クリックで素材を選択,Alt + 클릭으로 재질 선택,,Alt + Clique para escolher o material,,,Malzeme seçmek için Alt tuşunu basılı tut ve tıkla,Alt + Nhấp chuột để chọn vật liệu,“Alt +点击”来选取材质,“Alt +点击”来选取材质,按住 Alt + 點擊以選擇材質
Studio.TerrainToolsV2.MaterialSettings.SourceMaterialTooltip,,,Alt + Click to pick source material,Alt + Click to pick source material,,"Alt + Klicken, um Quellmaterial auszuwählen",Alt + Clic para elegir el material fuente,Alt + Cliquez pour choisir le matériau source,,Alt + Fare clic per scegliere il materiale sorgente,Altキー + クリックでソース素材を選択,Alt + 클릭으로 소스 재질 선택,,ALT + Clique para selecionar o material de origem,,,Kaynak malzeme seçmek için Alt tuşunu basılı tut ve tıkla,Alt + Nhấp chuột để chọn vật liệu nguồn,“Alt +点击”来选取来源材质,“Alt +点击”来选取来源材质,按住 Alt + 點選以選擇源材料
Studio.TerrainToolsV2.MaterialSettings.TargetMaterialTooltip,,,Alt + Shift + Click to pick target material,Alt + Shift + Click to pick target material,,"Alt + Umschalt + Klicken, um Zielmaterial auszuwählen",Alt + Shift + Clic para seleccionar el material meta,Alt + Maj + Clic pour choisir le matériau cible,,Alt + Maiusc + Fare clic per scegliere il materiale di destinazione,Altキー + Shiftキー + クリックで対象素材を選択,Alt + Shift + 클릭으로 대상 재질 선택,,ALT + Shift + Clique para escolher o material alvo,,,Hedef malzeme seçmek için Alt ve Shift tuşlarını basılı tut ve tıkla,Alt + Shift + Nhấp chuột để chọn vật liệu đích,“Alt + Shift +点击”来选取目标材质,“Alt + Shift +点击”来选取目标材质,按住 Alt + Shift + 點選以選擇目標材質
Studio.TerrainToolsV2.RegionSettings.LiveEdit,,,Live Edit,Live Edit,,Live-Bearbeitung,Edición en vivo,Modifier en direct,,Modifica in tempo reale,ライブ編集,라이브 편집,,Editar ao vivo,,,Canlı Düzenleme,Chỉnh Sửa Trực Tiếp,实时编辑,实时编辑,即時編輯
Studio.TerrainToolsV2.RegionSettings.LiveEditTooltip,,,"When enabled, terrain updates live. For better performance, turn this off to see a rough preview which can be applied.","When enabled, terrain updates live. For better performance, turn this off to see a rough preview which can be applied.",,"Wenn diese Option aktiviert ist, wird das Gelände live aktualisiert. Für eine bessere Leistung kannst du diese Option deaktivieren, um eine grobe Vorschau zu sehen, die dann angewendet werden kann.","Cuando está activada la función, las actualizaciones de terreno están en vivo. Para un mejor rendimiento, desactívala para ver una vista previa aproximada que se puede aplicar.","Lorsque cette option est activée, le terrain est mis à jour en direct. Pour de meilleures performances, désactive cette option pour obtenir un aperçu approximatif qui peut être appliqué.",,"Quando la funzione è attivata, gli aggiornamenti del terreno sono in tempo reale. Per prestazioni ottimali, disattivalo per visualizzare un'anteprima approssimativa di ciò che può essere applicato.",有効にすると、地形がライブで更新されます。パフォーマンスを向上させるには、これをオフにして、大まかなプレビューが適用できるかチェックしてください。,"활성화하면 지형이 실시간으로 업데이트됩니다. 더 나은 성능을 위해, 이 기능을 끄고 적용 가능한 대략의 미리 보기를 확인하세요.",,"Quando habilitado, atualizações de terreno ocorrem ao vivo. Para melhor performance, desligue esta opção para ver uma pré-visualização básica que possa ser aplicada.",,,Etkinleştirildiğinde arazi canlı olarak güncellenir. Uygulanabilecek kabataslak bir ön izleme görmek ve performansı artırmak için bunu kapat.,"Khi bật tính năng này, địa hình sẽ cập nhật trực tiếp. Để đạt hiệu quả tốt hơn, hãy tắt tính năng này để xem bản xem trước thô có thể được áp dụng.",启用时，地形会实时更新。您可以关闭此功能改为查看粗略的预览，以享受更好的性能表现。,启用时，地形会实时更新。您可以关闭此功能改为查看粗略的预览，以享受更好的性能表现。,啟用時，地形會即時更新。若要提高效能，請關閉此功能，您便只會看到可套用的粗略預覽。
Studio.TerrainToolsV2.Fill.Title,,,Fill,Fill,,Füllen,Llenar,Remplir,,Riempi,埋める,채우기,,Preencher,,,Doldurma,Lấp Đầy,填充,填充,填滿
Studio.TerrainToolsV2.Fill.Description,,,Filling with %s.,Filling with %s.,,Füllen mit %s.,Llenar con %s.,Remplir avec %s.,,Riempimento con %s.,%s で埋めています,%s로 채우기,,Preenchimento com %s.,,,%s ile doldurma.,Lấp đầy với %s.,以 %s 填充。,以 %s 填充。,使用 %s 填滿。
